Date,Price,Futures_Price,Basis,F_theoretical,Mispricing,Gross_Arb_Profit,Cost_of_Carry,Net_Arb_Profit,Arb_Opportunity,Spot_Return_1d,Fut_Return_1d,Spot_Vol_5d,Month,Lagged_Basis_5d,Predicted,Correct
2021-02-03,3.01,2.7890000343322754,-0.2209999656677244,3.0250876877867965,-0.2360876534545211,-0.2209999656677244,0.01755833333333333,-0.23855829900105774,0,-0.07098765432098775,-0.019683653326819095,0.2208619478316808,2,-0.1294000301361084,0,1
2021-02-04,2.99,2.934999942779541,-0.0550000572204592,3.0049874373696093,-0.06998749459006826,-0.0550000572204592,0.017441666666666668,-0.07244172388712586,0,-0.006644518272425071,0.05234847854070401,0.20408331631959606,2,-0.17160002136230465,0,1
2021-02-05,3.49,2.86299991607666,-0.6270000839233401,3.5074936977993096,-0.6444937817226495,-0.6270000839233401,0.020358333333333332,-0.6473584172566734,0,0.16722408026755842,-0.024531525760335904,0.24386471659509323,2,-0.1634000396728516,0,1
2021-02-08,3.4,2.881999969482422,-0.518000030517578,3.417042570921963,-0.5350426014395411,-0.518000030517578,0.01983333333333333,-0.5378333638509114,0,-0.025787965616045905,0.006636414237761734,0.22501111083678882,2,-0.26560003471374516,0,1
2021-02-09,3.35,2.8350000381469727,-0.5149999618530274,3.3667919448789934,-0.5317919067320207,-0.5149999618530274,0.019541666666666666,-0.5345416285196941,0,-0.014705882352941124,-0.01630809570892877,0.23199137915018694,2,-0.36320002174377447,0,1
2021-02-10,3.76,2.9110000133514404,-0.8489999866485594,3.7788470784313475,-0.867847065079907,-0.8489999866485594,0.02193333333333333,-0.8709333199818927,0,0.12238805970149236,0.026807751034156446,0.2776148411018522,2,-0.3872000198364258,0,1
2021-02-11,6.5,2.868000030517578,-3.631999969482422,6.532581385586107,-3.6645813550685284,-3.631999969482422,0.03791666666666666,-3.6699166361490887,0,0.7287234042553192,-0.01477155020152554,1.350944114314138,2,-0.5128000240325928,0,1
2021-02-12,6.12,2.9119999408721924,-3.2080000591278077,6.150676627659534,-3.2386766867873416,-3.2080000591278077,0.035699999999999996,-3.2437000591278076,0,-0.058461538461538454,0.01534167011381582,1.55121887559429,2,-1.2282000064849854,0,1
2021-02-16,11.32,3.128999948501587,-8.191000051498413,11.37674173612842,-8.247741787626833,-8.191000051498413,0.06603333333333333,-8.257033384831747,0,0.8496732026143792,0.07451923490231915,3.177514752129409,2,-1.7444000015258787,0,1
2021-02-17,23.86,3.2190001010894775,-20.640999898910522,23.979598747705307,-20.76059864661583,-20.640999898910522,0.13918333333333333,-20.780183232243854,0,1.1077738515901059,0.028763232364701574,8.05601142005149,2,-3.2790000057220454,0,1
2021-02-18,8.56,3.0820000171661377,-5.477999982833863,8.602907178556473,-5.520907161390335,-5.477999982833863,0.04993333333333333,-5.527933316167196,0,-0.6412405699916177,-0.0425598259151877,7.333656659538953,2,-7.304199993133544,0,1
2021-02-19,4.96,3.069000005722046,-1.890999994277954,4.984862103462628,-1.9158620977405825,-1.890999994277954,0.028933333333333332,-1.9199333276112873,0,-0.42056074766355145,-0.004218043923323922,7.6112600796451595,2,-8.229999992370605,0,1
2021-02-22,3.16,2.953000068664551,-0.20699993133544936,3.175839565915707,-0.22283949725115626,-0.20699993133544936,0.018433333333333333,-0.2254332646687827,0,-0.3629032258064516,-0.03779730754031185,8.176351264469991,2,-7.881799997329712,0,1
2021-02-23,2.94,2.878999948501587,-0.06100005149841303,2.954736811326639,-0.07573686282505188,-0.06100005149841303,0.01715,-0.07815005149841303,0,-0.069620253164557,-0.025059301876829698,8.770717188462985,2,-7.2815999717712385,0,1
2021-02-24,2.8,2.8540000915527344,0.05400009155273455,2.8140350584063225,0.039965033146411866,0.05400009155273455,0.01633333333333333,0.03766675821940122,0,-0.04761904761904767,-0.008683521151802709,2.439934425348363,2,-5.65559997177124,0,1
2021-02-25,2.72,2.7769999504089355,0.05699995040893535,2.733634056737571,0.043365893671364564,0.05699995040893535,0.015866666666666668,0.041133283742268684,0,-0.02857142857142847,-0.026979726234664048,0.9340663787975907,2,-1.5165999736785882,0,1
2021-02-26,2.66,2.7709999084472656,0.11099990844726548,2.6733333054860067,0.09766660296125895,0.11099990844726548,0.015516666666666666,0.09548324178059882,0,-0.022058823529411797,-0.0021606201184074525,0.19969977466197608,2,-0.4095999870300286,0,1
2021-03-01,2.7,2.7769999504089355,0.07699995040893537,2.713533806320383,0.06346614408855267,0.07699995040893537,0.01575,0.06124995040893537,0,0.015037593984962516,0.002165298505921731,0.1108151614177589,3,-0.009200006484984691,0,1
2021-03-02,2.87,2.8389999866485596,-0.031000013351440536,2.8843859348664806,-0.04538594821792108,-0.031000013351440536,0.016741666666666665,-0.047741680018107205,0,0.06296296296296289,0.022326264798994355,0.08426149773202443,3,0.047599969863892255,0,1
2021-03-03,2.86,2.815999984741211,-0.04400001525878894,2.874335809657887,-0.05833582491667588,-0.04400001525878894,0.01668333333333333,-0.060683348592122266,0,-0.0034843205574913716,-0.00810144488042075,0.09654014708940503,3,0.05359997749328675,0,1
2021-03-04,2.79,2.746000051498413,-0.04399994850158695,2.8039849331977287,-0.057984881699315594,-0.04399994850158695,0.016274999999999998,-0.06027494850158695,0,-0.02447552447552437,-0.024857930973756992,0.093968079686902,3,0.033999956130982056,0,1
2021-03-05,2.72,2.7009999752044678,-0.019000024795532422,2.733634056737571,-0.03263408153310321,-0.019000024795532422,0.015866666666666668,-0.03486669146219909,0,-0.02508960573476693,-0.016387500163880242,0.07791020472341202,3,0.013799976348877595,0,1
2021-03-08,2.67,2.6640000343322754,-0.005999965667724538,2.6833834306946005,-0.01938339636232511,-0.005999965667724538,0.015574999999999999,-0.021574965667724537,0,-0.018382352941176516,-0.013698608371661147,0.08700574693687753,3,-0.012200010299681985,0,1
2021-03-09,2.62,2.6619999408721924,0.041999940872192276,2.6331328046516305,0.028867136220561918,0.041999940872192276,0.015283333333333333,0.026716607538858943,0,-0.01872659176029956,-0.0007507858236887044,0.09523654760670346,3,-0.028799993515013965,0,1
2021-03-10,2.62,2.691999912261963,0.07199991226196278,2.6331328046516305,0.058867107610332425,0.07199991226196278,0.015283333333333333,0.056716578928629455,0,0.0,0.01126971151619971,0.07231873892736117,3,-0.014200002670287403,0,1
2021-03-11,2.7,2.6679999828338623,-0.03200001716613787,2.713533806320383,-0.045533823486520575,-0.03200001716613787,0.01575,-0.04775001716613787,0,0.03053435114503822,-0.008915278681392858,0.045607017004445596,3,0.00899998283386294,0,1
2021-03-12,2.65,2.5999999046325684,-0.05000009536743155,2.6632831802774124,-0.06328327564484404,-0.05000009536743155,0.015458333333333331,-0.06545842870076488,0,-0.0185185185185186,-0.02548728584663129,0.0342052627536137,3,0.011399969100952756,0,1
